Id|CompanyID|SleeveName|Width|Height|BGGName
190|||||Mage Company sleeve size: [b]Giga Custom: Kingdom Death Locations (MCG 060, 50/pack)[/b] - (110 x 213mm)
191|||||Mage Company sleeve size: [b]Standard Playing Card: Matte Black (MCG 062, 50/pack)[/b] - (66 x 91mm)
192|||||Mayday sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#0E9745]Card Game - Green: Standard (MDG-7041, 100/pack)[/BGCOLOR][/COLOR][/b]
193|||||[b][COLOR=#FFFFFF][BGCOLOR=#0E9745]Premium (MDG-7077, 50/pack)[/BGCOLOR][/COLOR][/b] - (63.5 x 88mm)
194|||||Mayday sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#553574]Standard USA Card - Purple: Standard  (MDG-7040, 100/pack)[/BGCOLOR][/COLOR][/b]
195|||||[b][COLOR=#FFFFFF][BGCOLOR=#553574]Premium (MDG-7076, 50/pack)[/BGCOLOR][/COLOR][/b] - (56 x 87mm)
196|||||Mayday sleeve size: [b][BGCOLOR=#E98722]USA Chimera - Orange: Standard (MDG-7044, 100/pack)[/BGCOLOR][/b]
197|||||[b][BGCOLOR=#E98722]Premium (MDG-7078, 50/pack)[/BGCOLOR][/b] - (57.5 x 89mm)
198|||||Mayday sleeve size: [b][BGCOLOR=#F1CC25]Mini USA - Yellow: Standard (MDG-7039, 100/pack)[/BGCOLOR][/b]
199|||||[b][BGCOLOR=#F1CC25]Premium (MDG-7075, 50/pack)[/BGCOLOR][/b] - (41 x 63mm)
200|||||Mayday sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#BC1E2D]Mini Chimera - Red: Standard (MDG-7045, 100/pack)[/BGCOLOR][/COLOR][/b]
201|||||[b][COLOR=#FFFFFF][BGCOLOR=#BC1E2D]Premium (MDG-7079, 50/pack)[/BGCOLOR][/COLOR][/b] - (43 x 65mm)
202|||||Mayday sleeve size: [b][BGCOLOR=#04A2D2]Euro - Blue: Standard (MDG-7028, 100/pack)[/BGCOLOR][/b]
203|||||[b][BGCOLOR=#04A2D2]Premium (MDG-7029, 50/pack)[/BGCOLOR][/b] - (59 x 92mm)
204|||||Mayday sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#115C96]Mini Euro - Blue: Standard (MDG-7035, 100/pack)[/BGCOLOR][/COLOR][/b]
205|||||[b][COLOR=#FFFFFF][BGCOLOR=#115C96]Premium (MDG-7080, 50/pack)[/BGCOLOR][/COLOR][/b] - (45 x 68mm)
206|||||Mayday sleeve size: [b][BGCOLOR=#B50493]Small Square - Violet: Standard (MDG-7124, 100/pack)[/BGCOLOR][/b]
207|||||[b][BGCOLOR=#B50493]Premium (MDG-7134, 50/pack)[/BGCOLOR][/b] - (70 x 70mm)
208|||||Mayday sleeve size: [b][BGCOLOR=#D43549]Medium Square - Red: Standard (MDG-7125, 100/pack)[/BGCOLOR][/b]
209|||||[b][BGCOLOR=#D43549]Premium (MDG-7145, 50/pack)[/BGCOLOR][/b] - (80 x 80mm)
210|||||Mayday sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#9F5623]Magnum Copper - Copper: Standard (MDG-7102, 100/pack)[/BGCOLOR][/COLOR][/b]
211|||||[b][COLOR=#FFFFFF][BGCOLOR=#9F5623]Premium (MDG-7106, 80/pack)[/BGCOLOR][/COLOR][/b] - (65 x 100mm)
212|||||Mayday sleeve size: [b][BGCOLOR=#F37D0F]Yucatan Narrow - Orange/Yellow: Standard (MDG-7109, 100/pack)[/BGCOLOR][/b]
213|||||[b][BGCOLOR=#F37D0F]Premium: (MDG-7136, 50/pack)[/BGCOLOR][/b] - (54 x 80mm)
214|||||Mayday sleeve size: [b][BGCOLOR=#EFC442]Dixit - Yellow: Standard (MDG-7104, 100/pack)[/BGCOLOR][/b]
215|||||[b][BGCOLOR=#EFC442]Premium (MDG-7146, 50/pack)[/BGCOLOR][/b] - (80 x 120mm)
216|||||Mayday sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#848587]Dwarf King - Gray: Standard (MDG-7113, 100/pack)[/BGCOLOR][/COLOR][/b]
217|||||[b][COLOR=#FFFFFF][BGCOLOR=#848587]Premium (MDG-7143, 50/pack)[/BGCOLOR][/COLOR][/b] - (61 x 112mm)
218|||||Mayday sleeve size: [b][BGCOLOR=#F9E37D]Space Alert/Dungeon Petz - Yellow: Standard (MDG-7127, 100/pack)[/BGCOLOR][/b]
219|||||[b][BGCOLOR=#F9E37D]Premium (MDG-7142, 50/pack)[/BGCOLOR][/b] - (61 x 103mm)
220|||||Mayday sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#6B6B6D]Magnum Ultra-Fit for "Lost Cities" - Gray: Standard (MDG-7103, 100/pack)[/BGCOLOR][/COLOR][/b]
221|||||[b][COLOR=#FFFFFF][BGCOLOR=#6B6B6D]Premium (MDG-7144, 50/pack)[/BGCOLOR][/COLOR][/b] - (70 x 110mm)
222|||||Mayday sleeve size: [b][BGCOLOR=#62A981]Tiny Epic Kingdoms - Green/Orange: Standard (MDG-7129, 100/pack)[/BGCOLOR][/b]
223|||||[b][BGCOLOR=#62A981]Premium (MDG-7148, 50/pack)[/BGCOLOR][/b] - (88 x 125mm)
224|||||Mayday sleeve size: [b][BGCOLOR=#FFAF2C]Sails of Glory - Orange: Standard (MDG-7126, 100/pack)[/BGCOLOR][/b]
225|||||[b][BGCOLOR=#FFAF2C]Premium (MDG-7135, 50/pack)[/BGCOLOR][/b] - (50 x 75mm)
226|||||Mayday sleeve size: [b][BGCOLOR=#D2DE26]War of the Ring: Collector's Edition - Yellow: Standard (MDG-7152, 100/pack)[/BGCOLOR][/b]
227|||||[b][BGCOLOR=#D2DE26]Premium (MDG-7100, 75/pack)[/BGCOLOR][/b] - (70 x 120mm)
228|||||Mayday sleeve size: [b][BGCOLOR=#DDC994]Tribune - Tan: Standard (MDG-7112, 100/pack)[/BGCOLOR][/b]
229|||||[b][BGCOLOR=#DDC994]Premium (MDG-7138, 50/pack)[/BGCOLOR][/b] - (49 x 93mm)
230|||||Mayday sleeve size: [b][BGCOLOR=#1B6D92]Race! Formula 90 - Blue/Orange/Red: Standard (MDG-7132, 100/pack)[/BGCOLOR][/b]
231|||||[b][BGCOLOR=#1B6D92]Premium (MDG-7137, 50/pack)[/BGCOLOR][/b] - (55 x 80mm)
232|||||Mayday sleeve size: [b][BGCOLOR=#4588B3]Police Precinct - Blue/Red: Standard (MDG-7128, 100/pack)[/BGCOLOR][/b]
233|||||[b][BGCOLOR=#4588B3]Premium: (MDG-7139, 50/pack)[/BGCOLOR][/b] - (63.5 x 92mm)
234|||||Mayday sleeve size: [b][BGCOLOR=#216035]Ultra Fit 2-5/8 x 3-5/8" - Green: Standard (MDG-7105, 100/pack)[/BGCOLOR][/b] - (2-5/8" x 3-5/8" - 66.68 x 92.075mm)
235|||||Mayday sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#8C8D91]Munchkin Dungeon - Gray: Standard (MDG-7116, 100/pack)[/BGCOLOR][/COLOR][/b]
236|||||[b][COLOR=#FFFFFF][BGCOLOR=#8C8D91]Premium (MDG-7147, 50/pack)[/BGCOLOR][/COLOR][/b] - (87 x 112mm)
237|||||Mayday sleeve size: [b][BGCOLOR=#AC8F65]Mega Civilization - Light Brown: Standard (MDG-7149, 100/pack)[/BGCOLOR][/b]
238|||||[b][BGCOLOR=#AC8F65]Premium (MDG-7151, 50/pack)[/BGCOLOR][/b] - (75 x 105mm)
239|||||MTL sleeve size: [b]Soft EUR (MTL159, 100/pack)[/b]
240|||||[b]Thick EUR (MTL259, 50/pack)[/b] - (59 x 92mm)
241|||||MTL sleeve size: [b]Soft TCG (MTL163, 100/pack)[/b]
242|||||[b]Thick TCG (MTL263, 50/pack)[/b] - (63.5 x 88mm)
243|||||MTL sleeve size: [b]Soft USA (MTL156, 100/pack)[/b]
244|||||[b]Thick USA (MTL256, 50/pack)[/b] - (56 x 87mm)
245|||||MTL sleeve size: [b]Soft STN (MTL157, 100/pack)[/b]
246|||||[b]Thick STN (MTL257, 50/pack)[/b] - (57.5 x 89mm)
247|||||MTL sleeve size: [b]Soft MEU (MTL145, 100/pack)[/b]
248|||||[b]Thick MEU (MTL245, 50/pack)[/b] - (45 x 68mm)
249|||||MTL sleeve size: [b]Soft MST (MTL143, 100/pack)[/b]
250|||||[b]Thick MST (MTL243, 50/pack)[/b] - (43 x 65mm)
251|||||MTL sleeve size: [b]Soft MUS (MTL141, 100/pack)[/b]
252|||||[b]Thick MUS (MTL241, 50/pack)[/b] - (41 x 63mm)
253|||||MTL sleeve size: [b]Soft BEU (MTL180, 100/pack)[/b]
254|||||[b]Thick BEU (MTL280, 50/pack)[/b] - (80 x 120mm)
255|||||MTL sleeve size: [b]Thick BST (MTL270, 75/pack)[/b] - (70 x 120mm)
256|||||MTL sleeve size: [b]Soft BUS (MTL165, 100/pack)[/b]
257|||||[b]Thick TBUS (MTL265, 50/pack)[/b] - (65 x 100mm)
258|||||MTL sleeve size: [b]Thick OSCE (MTL2115, 50/pack)[/b] - (115 x 173 mm)
259|||||MTL sleeve size: [b]Thick OSRB (MTL288, 50/pack)[/b] - (88 x 127 mm)
260|||||MTL sleeve size: [b]Soft S70 (MTLS170, 100/pack)[/b]
261|||||[b]Thick S70 (MTLS270, 50/pack)[/b] - (70 x 70mm)
262|||||MTL sleeve size: [b]Soft S80 (MTLS180, 100/pack)[/b]
263|||||[b]Thick S80 (MTLS280, 50/pack)[/b] - (80 x 80mm)
264|||||MTL sleeve size: [b]Thick OSDE (MTL2102, 50/pack)[/b] - (102 x 128mm)
265|||||MTL sleeve size: [b]Soft BLC (MTLS171, 100/pack)[/b] - (70 x 110mm)
266|||||MTL sleeve size: [b]Soft BTR (MTLS161, 100/pack)[/b] - (61 x 112mm)
267|||||MTL sleeve size: [b]Thick OSAH (MTL2127, 50/pack)[/b] - (127 x 178mm)
268|||||MTL sleeve size: [b]Soft MPL (MTL150, 100/pack)[/b]
269|||||[b]Thick TMPL (MTL250, 50/pack)[/b] - (50 x 75mm)
270|||||MTL sleeve size: [b]Soft BHH (MTL158, 100/pack)[/b]
271|||||[b]Thick TBHH (MTL258, 50/pack)[/b] - (57.5 x 108mm)
272|||||MTL sleeve size: [b]Soft BSA (MTL160, 100/pack)[/b] - (61 x 103mm)
273|||||MTL sleeve size: [b]Soft S76 (MTLS176, 100/pack)[/b] - (76 x 76mm)
274|||||MTL sleeve size: [b]Soft SWK (MTL154, 100/pack)[/b]
275|||||[b]Thick TSWK (MTL254, 50/pack)[/b] - (54 x 86mm)
276|||||MTL sleeve size: [b]Thick TS100 (MTLS200, 50/pack)[/b] - (100 x 100 mm)
277|||||MTL sleeve size: [b]Soft MSA (MTL142, 100/pack)[/b] - (41 x 67mm)
278|||||MTL sleeve size: [b]Thick JSP (MTL286, 50/pack)[/b] - (59 x 86mm)
279|||||MTL sleeve size: [b]Thick OSMG (MTL2175, 50/pack)[/b] - (63 x 175mm)
280|||||MTL sleeve size: [b]Thick OSHB (MTL2130, 50/pack)[/b] - (130 x 168mm)
281|||||Paladin (NSKN) sleeve size: [b][BGCOLOR=#FFFFFF]Standard Board Game/CCG - White ('Percival', 55/pack)[/BGCOLOR][/b]
282|||||[b][BGCOLOR=#FFFFFF]Standard Board Game/CCG Transparent Double Matte - White ('Percival-TDM', 55/pack)[/BGCOLOR][/b] - (63 x 89mm)
283|||||Paladin (NSKN) sleeve size: [b][BGCOLOR=#0DAA5A]Standard American - Green ('Gawain', 55/pack)[/BGCOLOR][/b]
284|||||[b][BGCOLOR=#0DAA5A]Standard American Transparent Double Matte - Green ('Gawain-TDM', 55/pack)[/BGCOLOR][/b] - (57 x 89mm)
285|||||Paladin (NSKN) sleeve size: [b][BGCOLOR=#FBEF2D]Mini American - Yellow ('Galahad', 55/pack)[/BGCOLOR][/b] - (41 x 63mm)
286|||||Paladin (NSKN) sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#6D3796]Standard European - Purple ('Tristan', 55/pack)[/BGCOLOR][/COLOR][/b]
287|||||[b][COLOR=#FFFFFF][BGCOLOR=#6D3796]Standard European Transparent Double Matte - Purple ('Tristan-TDM', 55/pack)[/BGCOLOR][/COLOR][/b] - (59 x 92mm)
288|||||Paladin (NSKN) sleeve size: [b][BGCOLOR=#ED272F]Mini European - Red ('Arthur', 55/pack)[/BGCOLOR][/b] - (45 x 68mm)
289|||||Paladin (NSKN) sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#0D4A8B]Small Square - Blue ('Palamedes', 55/pack)[/BGCOLOR][/COLOR][/b] - (51 x 51mm)
290|||||Paladin (NSKN) sleeve size: [b][BGCOLOR=#0DB2EF]Square - Light Blue ('Kai', 55/pack)[/BGCOLOR][/b] - (70 x 70mm)
291|||||Paladin (NSKN) sleeve size: [b][BGCOLOR=#4EC4C1]Large Square - Teal ('Owain', 55/pack)[/BGCOLOR][/b] - (80 x 80mm)
292|||||Paladin (NSKN) sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#783F19]American Special - Brown ('Ragnar', 55/pack)[/BGCOLOR][/COLOR][/b] - (54 x 86mm)
293|||||Paladin (NSKN) sleeve size: [b][BGCOLOR=#9C9D9D]Large - Gray ('Lancelot', 55/pack)[/BGCOLOR][/b] - (65 x 100mm)
294|||||Paladin (NSKN) sleeve size: [b][BGCOLOR=#00FF00]Tarot - Lime Green ('Bors', 55/pack)[/BGCOLOR][/b] - (70 x 120mm)
295|||||Paladin (NSKN) sleeve size: [b][BGCOLOR=#FF99FF]Medium - Pink ('Lohengrin', 55/pack)[/BGCOLOR][/b] - (50 x 75mm)
296|||||Paladin (NSKN) sleeve size: [b][BGCOLOR=#FF6600]Medium Plus - Orange ('Bedivere', 55/pack)[/BGCOLOR][/b] - (54 x 80mm)
297|||||Paladin (NSKN) sleeve size: [b][BGCOLOR=#CC99CC]Specialist A - Light Purple ('Lamorac', 55/pack)[/BGCOLOR][/b] - (70 x 110mm)
298|||||Paladin (NSKN) sleeve size: [b][BGCOLOR=#E9E0D0]Specialist B - Khaki ('Gaheris', 55/pack)[/BGCOLOR][/b] - (80 x 120mm)
299|||||Paladin (NSKN) sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#990099]XL - Violet ('Morholt', 55/pack)[/BGCOLOR][/COLOR][/b] - (89 x 146mm)
300|||||Paladin (NSKN) sleeve size: [b][BGCOLOR=#7DC78E]Queen Tarot - Mint Green ('Gudrun', 55/pack)[/BGCOLOR][/b] - (61 x 112mm)
301|||||Paladin (NSKN) sleeve size: [b][BGCOLOR=#F6C9BC]Epic Specialist - Peach ('Pellinore', 55/pack)[/BGCOLOR][/b] - (88 x 126mm)
302|||||Paladin (NSKN) sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#5A2850]XL Plus - Dark Purple ('Morgana', 55/pack)[/BGCOLOR][/COLOR][/b] - (101.5 x 153mm)
303|||||Paladin (NSKN) sleeve size: [b][BGCOLOR=#CFE7C2]Specialist C - Pale Green ('Ragnelle', 55/pack)[/BGCOLOR][/b] - (103 x 128mm)
304|||||Paladin (NSKN) sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#000000]XXL - Black ('Mordred', 55/pack)[/BGCOLOR][/COLOR][/b] - (101.5 x 203mm)
305|||||Paladin (NSKN) sleeve size: [b][BGCOLOR=#3CB4D7]Medium Plus Square - Light Blue ('Trevor', 55/pack)[/BGCOLOR][/b] - (76 x 76mm)
306|||||Paladin (NSKN) sleeve size: [b][BGCOLOR=#B8ABBD]Premium Large A - Lavender ('Genevieve', 55/pack)[/BGCOLOR][/b] - (75 x 110mm)
307|||||Paladin (NSKN) sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#B22B2A]Premium Large C - Dark Red ('Vlad', 55/pack)[/BGCOLOR][/COLOR][/b] - (61 x 103mm)
308|||||Paladin (NSKN) sleeve size: [b][BGCOLOR=#BB5653]Premium Large D - Mauve ('Baldur', 55/pack)[/BGCOLOR][/b] - (58 x 108mm)
309|||||Paladin (NSKN) sleeve size: [b][BGCOLOR=#E9C6D5]Premium Specialst D - Pink ('Beorn', 55/pack)[/BGCOLOR][/b] - (68 x 120mm)
310|||||Paladin (NSKN) sleeve size: [b][BGCOLOR=#FACB95]Epic Specialist Minus - Peach ('Ashley', 55/pack)[/BGCOLOR][/b] - (76 x 88mm)
311|||||Paladin (NSKN) sleeve size: [b][BGCOLOR=#839087]Premium Large B - Gray ('Lucius', 55/pack)[/BGCOLOR][/b] - (76 x 102mm)
312|||||Paladin (NSKN) sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#082125]Premium XXXL - Dark Green ('Michonne', 55/pack)[/BGCOLOR][/COLOR][/b] - (120 x 210mm)
313|||||Paladin (NSKN) sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#3F0039]Wider XL Plus - Purple ('Nightingale', 55/pack)[/BGCOLOR][/COLOR][/b] - (127 x 153mm)
314|||||Paladin (NSKN) sleeve size: [b][BGCOLOR=#008479]Extra Large Square - Teal ('Thanatos', 55/pack)[/BGCOLOR][/b] - (100 x 100mm)
315|||||Paladin (NSKN) sleeve size: [b][BGCOLOR=#E51229]Premium Alpha - Red ('The Titan', 55/pack)[/BGCOLOR][/b] - (63 x 88mm)
316|||||Paladin (NSKN) sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#582A37]Premium Small XL Plus - Brown ('Lothar', 55/pack)[/BGCOLOR][/COLOR][/b] - (105 x 150mm)
317|||||Paladin (NSKN) sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#5D002E]Premium Wider-Shorter XL - Purple ('Thaddeus', 55/pack)[/BGCOLOR][/COLOR][/b] - (130 x 195mm)
318|||||Paladin (NSKN) sleeve size: [b][BGCOLOR=#0076AA]Medium Small Square - Blue ('Marcus', 55/pack)[/BGCOLOR][/b] - (65 x 65mm)
319|||||Paladin (NSKN) sleeve size: [b][BGCOLOR=#985C84]Specialist A Minus - Lavender ('Chronos', 55/pack)[/BGCOLOR][/COLOR][/b] - (70 x 100mm)
320|||||Paladin (NSKN) sleeve size: [b][BGCOLOR=#F2666D]Premium Medium Wider - Pink ('Detlef', 55/pack)[/BGCOLOR][/b] - (55 x 75mm)
321|||||Paladin (NSKN) sleeve size: [b][BGCOLOR=#FBEF2D]Mini American - Yellow ('Galahad', 55/pack)[/BGCOLOR][/b]
322|||||[b][BGCOLOR=#FBEF2D]Mini American Transparent Double Matte - Yellow ('Galahad-TDM', 55/pack)[/BGCOLOR][/b] - (41 x 63mm)
323|||||Paladin (NSKN) sleeve size: [b][BGCOLOR=#ED272F]Mini European - Red ('Arthur', 55/pack)[/BGCOLOR][/b]
324|||||[b][BGCOLOR=#ED272F]Mini European Transparent Double Matte - Red ('Arthur-TDM', 55/pack)[/BGCOLOR][/b] - (45 x 68mm)
325|||||Rebel sleeve size: [b][BGCOLOR=#F9D926]41x63 Mini American - Yellow: Standard (100/pack)[/BGCOLOR][/b]
326|||||[b][BGCOLOR=#DCDC00]Premium (100/pack)[/BGCOLOR][/b] - (41 x 63mm)
327|||||Rebel sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#01A0E2]43x65 Mini USA - Blue: Standard (100/pack)[/BGCOLOR][/COLOR][/b]
328|||||[b][COLOR=#FFFFFF][BGCOLOR=#416B84]Premium (100/pack)[/BGCOLOR][/COLOR][/b] - (43 x 65mm)
329|||||Rebel sleeve size: [b][BGCOLOR=#F53F00]44x68 Mini Euro - Red: Standard (100/pack)[/BGCOLOR][/b]
330|||||[b][COLOR=#FFFFFF][BGCOLOR=#C43C14]Premium (100/pack)[/BGCOLOR][/COLOR][/b] - (44 x 68mm)
331|||||Rebel sleeve size: [b][BGCOLOR=#ECC601]56x87 Standard USA - Yellow: Standard (100/pack)[/BGCOLOR][/b]
332|||||[b][BGCOLOR=#FEA44E]Orange - Premium (100/pack)[/BGCOLOR][/b] - (56 x 87mm)
333|||||Rebel sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#58985C]57.5x89 Standard American - Green: Standard (100/pack)[/BGCOLOR][/COLOR][/b]
334|||||[b][COLOR=#FFFFFF][BGCOLOR=#346F35]Premium (100/pack)[/BGCOLOR][/COLOR][/b] - (57.5 x 89mm)
335|||||Rebel sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#8F9092]63.5x88 Classic Card Game - Gray: Standard (100/pack)[/BGCOLOR][/COLOR][/b]
336|||||[b][COLOR=#FFFFFF][BGCOLOR=#6D6E72]Premium (100/pack)[/BGCOLOR][/COLOR][/b]
337|||||[b][BGCOLOR=#B0A3CE]63.5x88 Classic Card Game Light - Lavender (100/pack)[/BGCOLOR][/b]
338|||||[b][COLOR=#FFFFFF][BGCOLOR=#AC5B9D]63.5x88 Classic Card Game Longsleeve - Purple: Standard (100/pack)[/BGCOLOR][/COLOR][/b]
339|||||[b][COLOR=#FFFFFF][BGCOLOR=#7C0B70]Premium (100/pack)[/BGCOLOR][/COLOR][/b] - (63.5 x 88mm)
340|||||Rebel sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#7E2FAE]59x92 Standard Euro - Purple: Standard (100/pack)[/BGCOLOR][/COLOR][/b]
341|||||[b][COLOR=#FFFFFF][BGCOLOR=#63275A]Premium (100/pack)[/BGCOLOR][/COLOR][/b] - (59 x 92mm)
342|||||Rebel sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#A1B4BB]50x50 Sphinx - Blue/Grey: Standard (100/pack)[/BGCOLOR][/COLOR][/b] - (50 x 50mm)
343|||||Rebel sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#725835]70x70 Hydra - Brown: Standard (100/pack)[/BGCOLOR][/COLOR][/b] - (70 x 70mm)
344|||||Rebel sleeve size: [b][BGCOLOR=#E2AC02]80x80 Wyvern - Gold: Standard (100/pack)[/BGCOLOR][/b] - (80 x 80mm)
345|||||Rebel sleeve size: [b][BGCOLOR=#C2D36D]50x73 Fenix - Light Green: Standard (100/pack)[/BGCOLOR][/b]
346|||||[b][BGCOLOR=#A1CE01]Premium (100/pack)[/BGCOLOR][/b] - (50 x 73mm)
347|||||Rebel sleeve size: [b][BGCOLOR=#B89BAF]59x86 Small Card Game - Lavender: Standard (100/pack)[/BGCOLOR][/b]
348|||||[b][COLOR=#FFFFFF][BGCOLOR=#805372]Premium (100/pack)[/BGCOLOR][/COLOR][/b] - (59 x 86mm)
349|||||Rebel sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#9F544E]61x103 Standard Czech - Brown: Standard (100/pack)[/BGCOLOR][/COLOR][/b]
350|||||[b][COLOR=#FFFFFF][BGCOLOR=#965B4B]Premium (100/pack)[/BGCOLOR][/COLOR][/b] - (61 x 103mm)
351|||||Rebel sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#007562]61x112 French Tarot - Green: Standard (100/pack)[/BGCOLOR][/COLOR][/b] - (61 x 112mm)
352|||||Rebel sleeve size: [b][BGCOLOR=#8BD6DB]65x100 Griffin - Light Blue: Standard (100/pack)[/BGCOLOR][/b]
353|||||[b][COLOR=#FFFFFF][BGCOLOR=#35AFBC]Teal - Premium (100/pack)[/BGCOLOR][/COLOR][/b] - (65 x 100mm)
354|||||Rebel sleeve size: [b][BGCOLOR=#A7B055]65x110 Basilisk - Green: Standard (100/pack)[/BGCOLOR][/b] - (65 x 110mm)
355|||||Rebel sleeve size: [b][BGCOLOR=#A0B1DC]70x110 Kraken - Light Blue: Standard (100/pack)[/BGCOLOR][/b] - (70 x 110mm)
356|||||Rebel sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#71AADF]70x120 Tarot - Sky Blue: Standard (100/pack)[/BGCOLOR][/COLOR][/b] - (70 x 120mm)
357|||||Rebel sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#BD5AC4]80x120 Medusa - Pink: Standard (100/pack)[/BGCOLOR][/COLOR][/b]
358|||||[b][COLOR=#FFFFFF][BGCOLOR=#900C7C]Purple - Premium (100/pack)[/BGCOLOR][/COLOR][/b] - (80 x 120mm)
359|||||Sapphire sleeve size: [b][BGCOLOR=#DAC31F]41x63 - Yellow (SPYELLOW, 100/pack)[/BGCOLOR][/b] - (41 x 63mm)
360|||||Sapphire sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#C40E22]43x65 - Red (SPRED, 100/pack)[/BGCOLOR][/COLOR][/b] - (43 x 65mm)
361|||||Sapphire sleeve size: [b][BGCOLOR=#31ABA9]45x68 - Light Blue (SPAZURE, 100/pack)[/BGCOLOR][/b] - (45 x 68mm)
362|||||Sapphire sleeve size: [b][BGCOLOR=#ECECEC]50x75 - White (SPWHITE, 100/pack)[/BGCOLOR][/b] - (50 x 75mm)
363|||||Sapphire sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#72318B]56x87 - Purple (SPPURPLE, 100/pack)[/BGCOLOR][/COLOR][/b] - (56 x 87mm)
364|||||Sapphire sleeve size: [b][BGCOLOR=#E0631B]57.5x89 - Orange (SPORANGE, 100/pack)[/BGCOLOR][/b] - (57.5 x 89mm)
365|||||Sapphire sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#40328C]59x92 - Blue (SPBLUE, 100/pack)[/BGCOLOR][/COLOR][/b] - (59 x 92mm)
366|||||Sapphire sleeve size: [b][BGCOLOR=#55B031]63.5x88 - Green (SPGREEN, 100/pack)[/BGCOLOR][/b] - (63.5 x 88mm)
367|||||Sapphire sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#C7006D]61x112 - Fuchsia (SPFUCHSIA, 100/pack)[/BGCOLOR][/COLOR][/b] - (61 x 112mm)
368|||||Sapphire sleeve size: [b][BGCOLOR=#D1AB11]65x100 - Gold (SPBRONZE, 100/pack)[/BGCOLOR][/b] - (65 x 100mm)
369|||||Sapphire sleeve size: [b][BGCOLOR=#E56D8D]70x120 - Pink (SPPINK, 100/pack)[/BGCOLOR][/b] - (70 x 120mm)
370|||||Sapphire sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#0B0B0B]70x70 - Black (SPBLACK, 100/pack)[/BGCOLOR][/COLOR][/b] - (70 x 70mm)
371|||||Sapphire sleeve size: [b][BGCOLOR=#D4C81A]80x120 - Yellow (SPGOLD, 100/pack)[/BGCOLOR][/b] - (80 x 120mm)
372|||||Sleeve Kings sleeve size: [b][BGCOLOR=#3DABE9]Mini USA - Blue (SKS-8801, 110/pack)[/BGCOLOR][/b] - (41 x 63mm)
373|||||Sleeve Kings sleeve size: [b][BGCOLOR=#A6C6B0]Mini Chimera - Light Green (SKS-8802, 110/pack)[/BGCOLOR][/b] - (43 x 65mm)
374|||||Sleeve Kings sleeve size: [b][BGCOLOR=#FFFFFF]Mini Euro - White (SKS-8803, 110/pack)[/BGCOLOR][/b] - (45 x 68mm)
375|||||Sleeve Kings sleeve size: [b][BGCOLOR=#D0D2CF]Sails of Glory - Gray (SKS-8804, 110/pack)[/BGCOLOR][/b] - (50 x 75mm)
376|||||Sleeve Kings sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#484766]Kingdom Death Monster - Purple (SKS-8805, 110/pack)[/BGCOLOR][/COLOR][/b] - (52 x 52mm)
377|||||Sleeve Kings sleeve size: [b][BGCOLOR=#CA3A36]Yucatan Narrow - Red (SKS-8806, 110/pack)[/BGCOLOR][/b] - (54 x 80mm)
378|||||Sleeve Kings sleeve size: [b][BGCOLOR=#EEC92A]Standard USA - Gold (SKS-8807, 110/pack)[/BGCOLOR][/b] - (56 x 87mm)
379|||||Sleeve Kings sleeve size: [b][BGCOLOR=#BDD687]Standard USA Chimera - Light Green (SKS-8808, 110/pack)[/BGCOLOR][/b] - (57.5 x 89mm)
